행정구역,연령구분,합계
___금광2동(경기성남중원),60세~64세,1835 
___금광2동(경기성남중원),65세이상,3385 
___금광2동(경기성남중원),합계,27958 
___은행1동(경기성남중원),0세~9세,1009 
___은행1동(경기성남중원),10세~19세,1530 
___은행1동(경기성남중원),20세~29세,1696 
___은행1동(경기성남중원),30세~39세,1680 
___은행1동(경기성남중원),40세~49세,2303 
___은행1동(경기성남중원),50세~59세,1905 
___은행1동(경기성남중원),60세~64세,652 
___은행1동(경기성남중원),65세이상,1399 
___은행1동(경기성남중원),합계,12174 
___은행2동(경기성남중원),0세~9세,2109 
___은행2동(경기성남중원),10세~19세,2804 
___은행2동(경기성남중원),20세~29세,3710 
___은행2동(경기성남중원),30세~39세,3965 
___은행2동(경기성남중원),40세~49세,4933 
___은행2동(경기성남중원),50세~59세,4654 
___은행2동(경기성남중원),60세~64세,1697 
___은행2동(경기성남중원),65세이상,3683 
___은행2동(경기성남중원),합계,27555 
___상대원1동(경기성남중원),0세~9세,2244 
___상대원1동(경기성남중원),10세~19세,2472 
___상대원1동(경기성남중원),20세~29세,3964 
___상대원1동(경기성남중원),30세~39세,4800 
___상대원1동(경기성남중원),40세~49세,4904 
___상대원1동(경기성남중원),50세~59세,5008 
___상대원1동(경기성남중원),60세~64세,1815 
___상대원1동(경기성남중원),65세이상,3104 
___상대원1동(경기성남중원),합계,28311 
___상대원2동(경기성남중원),0세~9세,884 
___상대원2동(경기성남중원),10세~19세,1412 
___상대원2동(경기성남중원),20세~29세,2229 
___상대원2동(경기성남중원),30세~39세,2161 
___상대원2동(경기성남중원),40세~49세,2800 
___상대원2동(경기성남중원),50세~59세,3212 
___상대원2동(경기성남중원),60세~64세,1125 
___상대원2동(경기성남중원),65세이상,2229 
___상대원2동(경기성남중원),합계,16052 
___상대원3동(경기성남중원),0세~9세,887 
___상대원3동(경기성남중원),10세~19세,1251 
___상대원3동(경기성남중원),20세~29세,2071 
___상대원3동(경기성남중원),30세~39세,2060 
___상대원3동(경기성남중원),40세~49세,2419 
___상대원3동(경기성남중원),50세~59세,2742 
___상대원3동(경기성남중원),60세~64세,950 
___상대원3동(경기성남중원),65세이상,1743 
___상대원3동(경기성남중원),합계,14123 
___하대원동(경기성남중원),0세~9세,1820 
___하대원동(경기성남중원),10세~19세,2217 
___하대원동(경기성남중원),20세~29세,3528 
___하대원동(경기성남중원),30세~39세,3372 
___하대원동(경기성남중원),40세~49세,3477 
___하대원동(경기성남중원),50세~59세,4316 
___하대원동(경기성남중원),60세~64세,1466 
___하대원동(경기성남중원),65세이상,2276 
___하대원동(경기성남중원),합계,22472 
___도촌동(경기성남중원),0세~9세,3594 
___도촌동(경기성남중원),10세~19세,2863 
___도촌동(경기성남중원),20세~29세,3407 
___도촌동(경기성남중원),30세~39세,5166 
___도촌동(경기성남중원),40세~49세,4886 
___도촌동(경기성남중원),50세~59세,4085 
___도촌동(경기성남중원),60세~64세,1391 
___도촌동(경기성남중원),65세이상,2597 
___도촌동(경기성남중원),합계,27989 
___중앙동(경기성남중원),0세~9세,1301 
___중앙동(경기성남중원),10세~19세,1299 
___중앙동(경기성남중원),20세~29세,2126 
___중앙동(경기성남중원),30세~39세,2882 
___중앙동(경기성남중원),40세~49세,2907 
___중앙동(경기성남중원),50세~59세,3306 
___중앙동(경기성남중원),60세~64세,1291 
___중앙동(경기성남중원),65세이상,2628 
___중앙동(경기성남중원),합계,17740 
__분당구(경기성남),0세~9세,47576 
__분당구(경기성남),10세~19세,61611 
__분당구(경기성남),20세~29세,69701 
__분당구(경기성남),30세~39세,79880 
__분당구(경기성남),40세~49세,95145 
__분당구(경기성남),50세~59세,74750 
__분당구(경기성남),60세~64세,24304 
__분당구(경기성남),65세이상,50863 
__분당구(경기성남),합계,503830 
___분당동(경기성남분당),0세~9세,2476 
___분당동(경기성남분당),10세~19세,3529 
___분당동(경기성남분당),20세~29세,4099 
___분당동(경기성남분당),30세~39세,4072 
___분당동(경기성남분당),40세~49세,5473 
___분당동(경기성남분당),50세~59세,4259 
___분당동(경기성남분당),60세~64세,1385 
___분당동(경기성남분당),65세이상,2815 
___분당동(경기성남분당),합계,28108 
___수내3동(경기성남분당),0세~9세,1248 
___수내3동(경기성남분당),10세~19세,2720 
___수내3동(경기성남분당),20세~29세,2087 
___수내3동(경기성남분당),30세~39세,1840 
___수내3동(경기성남분당),40세~49세,3598 
___수내3동(경기성남분당),50세~59세,2088 
___수내3동(경기성남분당),60세~64세,556 
___수내3동(경기성남분당),65세이상,996 
___수내3동(경기성남분당),합계,15133 
___수내1동(경기성남분당),0세~9세,1431 
___수내1동(경기성남분당),10세~19세,2513 
___수내1동(경기성남분당),20세~29세,2305 
___수내1동(경기성남분당),30세~39세,2708 
___수내1동(경기성남분당),40세~49세,3962 
___수내1동(경기성남분당),50세~59세,2390 
___수내1동(경기성남분당),60세~64세,719 
___수내1동(경기성남분당),65세이상,2100 
___수내1동(경기성남분당),합계,18128 
___수내2동(경기성남분당),0세~9세,1134 
___수내2동(경기성남분당),10세~19세,2092 
___수내2동(경기성남분당),20세~29세,1146 
___수내2동(경기성남분당),30세~39세,989 
___수내2동(경기성남분당),40세~49세,2816 
___수내2동(경기성남분당),50세~59세,1402 
___수내2동(경기성남분당),60세~64세,426 
___수내2동(경기성남분당),65세이상,1021 
___수내2동(경기성남분당),합계,11026 
___정자2동(경기성남분당),0세~9세,1290 
___정자2동(경기성남분당),10세~19세,1831 
___정자2동(경기성남분당),20세~29세,2323 
___정자2동(경기성남분당),30세~39세,3571 
___정자2동(경기성남분당),40세~49세,2964 
___정자2동(경기성남분당),50세~59세,2524 
___정자2동(경기성남분당),60세~64세,809 
___정자2동(경기성남분당),65세이상,2314 
___정자2동(경기성남분당),합계,17626 
___정자3동(경기성남분당),0세~9세,1558 
___정자3동(경기성남분당),10세~19세,2187 
___정자3동(경기성남분당),20세~29세,2289 
___정자3동(경기성남분당),30세~39세,2533 
___정자3동(경기성남분당),40세~49세,3216 
___정자3동(경기성남분당),50세~59세,2393 
___정자3동(경기성남분당),60세~64세,714 
___정자3동(경기성남분당),65세이상,1703 
___정자3동(경기성남분당),합계,16593 
___서현1동(경기성남분당),0세~9세,2901 
___서현1동(경기성남분당),10세~19세,4566 
___서현1동(경기성남분당),20세~29세,4687 
___서현1동(경기성남분당),30세~39세,4708 
___서현1동(경기성남분당),40세~49세,6699 
___서현1동(경기성남분당),50세~59세,4626 
___서현1동(경기성남분당),60세~64세,1339 
___서현1동(경기성남분당),65세이상,3263 
___서현1동(경기성남분당),합계,32789 
___서현2동(경기성남분당),0세~9세,1603 
___서현2동(경기성남분당),10세~19세,2863 
___서현2동(경기성남분당),20세~29세,2996 
___서현2동(경기성남분당),30세~39세,2484 
___서현2동(경기성남분당),40세~49세,3956 
___서현2동(경기성남분당),50세~59세,3242 
___서현2동(경기성남분당),60세~64세,894 
___서현2동(경기성남분당),65세이상,1670 
___서현2동(경기성남분당),합계,19708 
___이매1동(경기성남분당),0세~9세,2630 
___이매1동(경기성남분당),10세~19세,3731 
___이매1동(경기성남분당),20세~29세,3713 
___이매1동(경기성남분당),30세~39세,3940 
___이매1동(경기성남분당),40세~49세,5279 
___이매1동(경기성남분당),50세~59세,4145 
___이매1동(경기성남분당),60세~64세,1292 
___이매1동(경기성남분당),65세이상,2664 
___이매1동(경기성남분당),합계,27394 
___이매2동(경기성남분당),0세~9세,1122 
___이매2동(경기성남분당),10세~19세,2110 
___이매2동(경기성남분당),20세~29세,2048 
___이매2동(경기성남분당),30세~39세,1537 
___이매2동(경기성남분당),40세~49세,2768 
___이매2동(경기성남분당),50세~59세,2344 
___이매2동(경기성남분당),60세~64세,897 
___이매2동(경기성남분당),65세이상,1701 
___이매2동(경기성남분당),합계,14527 
___야탑1동(경기성남분당),0세~9세,1633 
___야탑1동(경기성남분당),10세~19세,1654 
___야탑1동(경기성남분당),20세~29세,2917 
___야탑1동(경기성남분당),30세~39세,3301 
___야탑1동(경기성남분당),40세~49세,2990 
___야탑1동(경기성남분당),50세~59세,2835 
___야탑1동(경기성남분당),60세~64세,1135 
___야탑1동(경기성남분당),65세이상,2057 
___야탑1동(경기성남분당),합계,18522 
___야탑3동(경기성남분당),0세~9세,2851 
___야탑3동(경기성남분당),10세~19세,2851 
___야탑3동(경기성남분당),20세~29세,4628 
___야탑3동(경기성남분당),30세~39세,6251 
___야탑3동(경기성남분당),40세~49세,5022 
___야탑3동(경기성남분당),50세~59세,4961 
___야탑3동(경기성남분당),60세~64세,1689 
___야탑3동(경기성남분당),65세이상,3116 
___야탑3동(경기성남분당),합계,31369 
___야탑2동(경기성남분당),0세~9세,1432 
___야탑2동(경기성남분당),10세~19세,2013 
___야탑2동(경기성남분당),20세~29세,2483 
___야탑2동(경기성남분당),30세~39세,2557 
___야탑2동(경기성남분당),40세~49세,2957 
___야탑2동(경기성남분당),50세~59세,2808 
___야탑2동(경기성남분당),60세~64세,1205 
___야탑2동(경기성남분당),65세이상,2347 
___야탑2동(경기성남분당),합계,17802 
___구미동(경기성남분당),0세~9세,2675 
___구미동(경기성남분당),10세~19세,3543 
___구미동(경기성남분당),20세~29세,4753 
___구미동(경기성남분당),30세~39세,5124 
___구미동(경기성남분당),40세~49세,5938 
___구미동(경기성남분당),50세~59세,5235 
___구미동(경기성남분당),60세~64세,1731 
___구미동(경기성남분당),65세이상,4355 
___구미동(경기성남분당),합계,33354 
___운중동(경기성남분당),0세~9세,2475 
___운중동(경기성남분당),10세~19세,2323 
___운중동(경기성남분당),20세~29세,2678 
___운중동(경기성남분당),30세~39세,3297 
___운중동(경기성남분당),40세~49세,4026 
___운중동(경기성남분당),50세~59세,3520 
___운중동(경기성남분당),60세~64세,1189 
___운중동(경기성남분당),65세이상,1865 
___운중동(경기성남분당),합계,21373 
___금곡동(경기성남분당),0세~9세,2425 
___금곡동(경기성남분당),10세~19세,2943 
___금곡동(경기성남분당),20세~29세,4255 
___금곡동(경기성남분당),30세~39세,5171 
___금곡동(경기성남분당),40세~49세,4972 
___금곡동(경기성남분당),50세~59세,4680 
___금곡동(경기성남분당),60세~64세,1800 
___금곡동(경기성남분당),65세이상,3968 
___금곡동(경기성남분당),합계,30214 
___구미1동(경기성남분당),0세~9세,1558 
___구미1동(경기성남분당),10세~19세,2190 
___구미1동(경기성남분당),20세~29세,2847 
___구미1동(경기성남분당),30세~39세,2963 
___구미1동(경기성남분당),40세~49세,3498 
___구미1동(경기성남분당),50세~59세,2928 
___구미1동(경기성남분당),60세~64세,872 
___구미1동(경기성남분당),65세이상,1867 
___구미1동(경기성남분당),합계,18723 
___삼평동(경기성남분당),0세~9세,3367 
___삼평동(경기성남분당),10세~19세,3327 
___삼평동(경기성남분당),20세~29세,3109 
___삼평동(경기성남분당),30세~39세,4056 
___삼평동(경기성남분당),40세~49세,5132 
___삼평동(경기성남분당),50세~59세,3747 
___삼평동(경기성남분당),60세~64세,1155 
___삼평동(경기성남분당),65세이상,1971 
___삼평동(경기성남분당),합계,25864 
___판교동(경기성남분당),0세~9세,3514 
